,Home,winningTeam,winningScore,losingTeam,losingScore,Pace_Home,Pace_AWAY,FG_PpercentHome,FG_PpercentAWAY,TOV_Home,TOV_AWAY,ORB_Home,ORB_AWAY,FT_Rate_Home,FT_Rate_AWAY,Off_Rat_Home,Off_Rat_AWAY,date
0,Philadelphia,Memphis,106,Philadelphia,104,103.2,103.2,.482,.475,18.3,9.3,31.9,22.4,.274,.121,100.7,102.7,2021-01-16
0,Detroit,Detroit,120,Miami,100,94.5,94.5,.604,.567,10.1,21.8,27.8,14.7,.110,.358,127.0,105.9,2021-01-16
0,Atlanta,Portland,112,Atlanta,106,100.6,100.6,.471,.461,11.6,5.9,15.6,29.3,.276,.165,105.3,111.3,2021-01-16
0,Houston,San Antonio,103,Houston,91,102.8,102.8,.440,.425,18.7,9.8,22.6,30.4,.202,.180,88.5,100.2,2021-01-16
0,Charlotte,Toronto,116,Charlotte,113,101.1,101.1,.523,.541,12.3,13.3,25.0,16.3,.253,.267,111.8,114.7,2021-01-16
0,New York,New York,105,Boston,75,95.0,95.0,.550,.339,15.2,14.9,25.6,24.6,.213,.214,110.5,79.0,2021-01-17
0,Chicago,Chicago,117,Dallas,101,104.9,104.9,.547,.484,11.6,13.6,12.5,22.2,.282,.118,111.5,96.3,2021-01-17
0,Utah,Utah,109,Denver,105,89.6,89.6,.612,.470,12.8,7.8,19.4,44.2,.211,.110,121.7,117.2,2021-01-17
0,Indiana,LA Clippers,129,Indiana,96,102.6,102.6,.478,.661,14.3,14.3,12.2,25.0,.124,.161,93.6,125.8,2021-01-17
0,New Orleans,New Orleans,128,Sacramento,123,97.7,97.7,.594,.588,11.5,9.2,35.9,19.0,.318,.176,131.0,125.9,2021-01-17
0,Minnesota,Atlanta,108,Minnesota,97,104.7,104.7,.473,.538,15.5,21.1,18.0,18.9,.121,.291,92.7,103.2,2021-01-18
0,Milwaukee,Brooklyn,125,Milwaukee,123,104.1,104.1,.490,.637,4.1,15.4,20.8,18.9,.190,.214,118.2,120.1,2021-01-18
0,Houston,Chicago,125,Houston,120,107.5,107.5,.619,.576,15.1,14.4,5.1,22.7,.125,.207,111.6,116.3,2021-01-18
0,Golden State,Golden State,115,LA Lakers,113,100.3,100.3,.575,.536,11.9,14.1,11.6,30.8,.172,.289,114.6,112.6,2021-01-18
0,Phoenix,Memphis,108,Phoenix,104,97.1,97.1,.540,.560,15.9,14.0,27.9,22.0,.102,.181,107.1,111.2,2021-01-18
0,Detroit,Miami,113,Detroit,107,95.2,95.2,.543,.653,14.7,17.8,24.4,18.5,.220,.200,112.4,118.7,2021-01-18
0,Orlando,New York,91,Orlando,84,91.7,91.7,.407,.385,10.6,5.6,20.0,24.1,.163,.276,91.6,99.2,2021-01-18
0,San Antonio,San Antonio,125,Portland,104,97.4,97.4,.617,.489,11.0,11.7,31.6,18.2,.156,.178,128.3,106.7,2021-01-18
0,Dallas,Toronto,116,Dallas,93,98.7,98.7,.433,.568,14.6,12.7,17.8,23.1,.268,.182,94.2,117.5,2021-01-18
0,Oklahoma City,Denver,119,Oklahoma City,101,103.1,103.1,.500,.505,16.5,11.2,18.4,36.0,.174,.124,97.9,115.4,2021-01-19
0,New Orleans,Utah,118,New Orleans,102,95.8,95.8,.484,.629,7.3,13.1,18.9,28.2,.105,.129,106.5,123.2,2021-01-19
0,Detroit,Atlanta,123,Detroit,115,96.7,96.7,.505,.485,11.0,10.0,14.9,39.7,.175,.260,107.7,115.2,2021-01-20
0,Brooklyn,Cleveland,147,Brooklyn,135,97.3,97.3,.524,.606,12.0,10.6,25.5,23.5,.226,.138,114.9,125.1,2021-01-20
0,San Antonio,Golden State,121,San Antonio,99,102.1,102.1,.394,.588,8.5,12.3,21.4,24.4,.266,.154,97.0,118.6,2021-01-20
0,Phoenix,Phoenix,109,Houston,103,103.8,103.8,.517,.477,14.9,14.1,20.0,15.9,.191,.216,105.0,99.2,2021-01-20
0,Dallas,Dallas,124,Indiana,112,100.9,100.9,.567,.533,7.1,9.0,23.1,16.7,.144,.152,122.9,111.0,2021-01-20
0,Sacramento,LA Clippers,115,Sacramento,96,103.3,103.3,.529,.570,16.5,14.6,8.7,14.6,.058,.198,92.9,111.3,2021-01-20
0,Orlando,Orlando,97,Minnesota,96,94.5,94.5,.446,.512,9.8,12.5,27.1,18.6,.163,.106,102.6,101.6,2021-01-20
0,Boston,Philadelphia,117,Boston,109,97.3,97.3,.539,.519,14.1,8.4,25.0,23.9,.146,.462,112.0,120.2,2021-01-20
0,Miami,Miami,111,Toronto,102,94.5,94.5,.600,.489,17.1,11.1,21.6,24.0,.188,.182,117.5,108.0,2021-01-20
0,New York,New York,119,Golden State,104,100.3,100.3,.530,.436,9.9,8.8,22.9,17.0,.390,.337,118.7,103.7,2021-01-21
0,LA Lakers,LA Lakers,113,Milwaukee,106,98.6,98.6,.574,.557,9.6,13.2,12.8,13.5,.136,.103,114.6,107.5,2021-01-21
0,New Orleans,Utah,129,New Orleans,118,103.1,103.1,.559,.597,14.8,13.2,24.4,20.5,.271,.273,114.5,125.2,2021-01-21
0,Chicago,Chicago,123,Charlotte,110,100.8,100.8,.589,.535,12.1,17.9,30.6,30.0,.104,.224,122.0,109.1,2021-01-22
0,Brooklyn,Cleveland,125,Brooklyn,113,96.8,96.8,.563,.563,10.4,10.6,14.0,36.1,.172,.310,116.7,129.1,2021-01-22
0,Houston,Houston,103,Detroit,102,101.0,101.0,.463,.470,11.9,16.2,25.5,27.5,.158,.305,102.0,101.0,2021-01-22
0,Orlando,Indiana,120,Orlando,118,92.5,92.5,.548,.559,11.8,9.0,26.5,18.2,.160,.172,115.6,117.5,2021-01-22
0,Oklahoma City,LA Clippers,120,Oklahoma City,106,97.0,97.0,.552,.571,10.6,12.0,9.3,26.5,.115,.286,109.3,123.7,2021-01-22
0,Atlanta,Atlanta,116,Minnesota,98,98.2,98.2,.548,.473,14.3,11.7,30.2,19.2,.301,.108,118.2,99.8,2021-01-22
0,Boston,Philadelphia,122,Boston,110,97.5,97.5,.522,.630,10.0,17.2,22.2,31.3,.178,.247,112.9,125.2,2021-01-22
0,Denver,Denver,130,Phoenix,126,96.5,96.5,.544,.590,7.5,13.7,21.7,21.4,.175,.160,122.0,118.2,2021-01-22
0,New York,Sacramento,103,New York,94,95.4,95.4,.410,.484,9.5,5.6,27.1,22.6,.181,.165,98.6,108.0,2021-01-22
0,Dallas,Dallas,122,San Antonio,117,97.9,97.9,.559,.528,4.7,6.4,14.9,20.5,.194,.258,124.6,119.5,2021-01-22
0,Miami,Toronto,101,Miami,81,94.5,94.5,.474,.565,18.9,19.3,10.8,30.0,.104,.071,85.7,106.8,2021-01-22
0,Miami,Brooklyn,128,Miami,124,103.4,103.4,.545,.645,7.2,14.5,5.0,23.7,.303,.253,119.9,123.8,2021-01-23
0,LA Lakers,LA Lakers,101,Chicago,90,101.4,101.4,.481,.440,16.3,16.1,12.5,21.3,.316,.190,99.6,88.7,2021-01-23
0,Houston,Houston,133,Dallas,108,98.3,98.3,.640,.476,12.4,9.0,33.3,20.4,.267,.349,135.3,109.8,2021-01-23
0,Philadelphia,Philadelphia,114,Detroit,110,102.3,102.3,.506,.512,13.1,13.1,25.5,17.8,.361,.256,111.4,107.5,2021-01-23
0,New Orleans,Minnesota,120,New Orleans,110,103.6,103.6,.517,.495,16.8,9.3,21.7,30.4,.230,.330,106.2,115.9,2021-01-23
0,Denver,Denver,120,Phoenix,112,92.3,92.3,.490,.480,12.6,7.6,21.8,11.7,.258,.137,107.6,100.4,2021-01-23
0,Golden State,Utah,127,Golden State,108,103.9,103.9,.527,.585,9.9,13.4,8.5,31.1,.108,.181,103.9,122.2,2021-01-23
0,Cleveland,Boston,141,Cleveland,103,103.6,103.6,.459,.634,14.5,12.5,20.8,36.1,.294,.247,99.4,136.1,2021-01-24
0,Toronto,Toronto,107,Indiana,102,100.4,100.4,.494,.477,13.6,15.7,25.5,26.7,.200,.218,106.5,101.6,2021-01-24
0,Oklahoma City,LA Clippers,108,Oklahoma City,100,98.1,98.1,.479,.522,9.0,9.2,24.0,17.0,.095,.130,102.0,110.1,2021-01-24
0,Atlanta,Milwaukee,129,Atlanta,115,97.4,97.4,.590,.604,8.9,13.5,12.2,42.1,.205,.209,118.1,132.5,2021-01-24
0,Charlotte,Charlotte,107,Orlando,104,95.1,95.1,.557,.546,11.2,13.9,22.0,24.4,.102,.103,112.5,109.3,2021-01-24
0,New York,Portland,116,New York,113,93.1,93.1,.523,.572,11.0,10.6,30.2,20.9,.267,.253,121.4,124.6,2021-01-24
0,Washington,San Antonio,121,Washington,101,100.3,100.3,.500,.578,12.5,7.4,23.5,11.6,.098,.104,100.7,120.6,2021-01-24
0,Miami,Brooklyn,98,Miami,85,93.5,93.5,.435,.465,11.6,6.9,15.7,14.0,.143,.224,90.9,104.8,2021-01-25
0,Boston,Boston,119,Chicago,103,100.1,100.1,.592,.563,11.1,16.3,15.8,19.1,.184,.045,118.9,102.9,2021-01-25
0,LA Lakers,LA Lakers,115,Cleveland,108,94.1,94.1,.540,.517,11.6,15.1,34.1,37.5,.241,.221,122.3,114.8,2021-01-25
0,Denver,Denver,117,Dallas,113,93.8,93.8,.601,.554,14.9,10.4,35.0,18.6,.278,.238,124.7,120.4,2021-01-25
0,Philadelphia,Detroit,119,Philadelphia,104,93.4,93.4,.473,.621,8.1,17.2,26.5,32.4,.160,.457,111.4,127.4,2021-01-25
0,Minnesota,Golden State,130,Minnesota,108,102.5,102.5,.457,.573,14.6,12.5,34.0,32.6,.234,.315,105.3,126.8,2021-01-25
0,Toronto,Indiana,129,Toronto,114,99.6,99.6,.484,.590,8.7,11.7,25.5,21.2,.258,.474,114.5,129.5,2021-01-25
0,Charlotte,Orlando,117,Charlotte,108,100.8,100.8,.500,.585,12.2,13.3,22.0,25.0,.213,.159,107.2,116.1,2021-01-25
0,Oklahoma City,Oklahoma City,125,Portland,122,97.2,97.2,.619,.541,7.4,6.9,20.5,30.6,.250,.163,128.6,125.5,2021-01-25
0,LA Clippers,Atlanta,108,LA Clippers,99,94.6,94.6,.449,.525,10.8,13.3,26.0,21.4,.213,.300,104.7,114.2,2021-01-26
0,Washington,Houston,107,Washington,88,101.8,101.8,.423,.489,17.5,11.4,23.4,17.4,.202,.239,86.5,105.1,2021-01-26
0,New York,Utah,108,New York,94,89.2,89.2,.494,.484,10.8,5.6,20.0,32.7,.145,.207,105.4,121.1,2021-01-26
0,Brooklyn,Brooklyn,132,Atlanta,128,89.3,89.3,.587,.548,7.8,7.8,30.6,32.4,.173,.266,133.9,129.8,2021-01-27
0,Indiana,Indiana,116,Charlotte,106,94.0,94.0,.602,.483,11.4,10.0,28.2,23.4,.114,.211,123.4,112.8,2021-01-27
0,Detroit,Cleveland,122,Detroit,107,101.6,101.6,.518,.603,18.8,14.1,31.0,22.9,.268,.195,105.4,120.1,2021-01-27
0,Minnesota,Golden State,123,Minnesota,111,103.8,103.8,.506,.618,14.3,18.1,23.9,28.2,.264,.212,107.0,118.5,2021-01-27
0,Denver,Denver,109,Miami,82,93.9,93.9,.533,.456,11.8,15.9,27.3,14.0,.120,.113,116.1,87.4,2021-01-27
0,Washington,New Orleans,124,Washington,106,98.5,98.5,.473,.612,9.8,12.3,22.4,30.0,.207,.169,107.6,125.9,2021-01-27
0,Sacramento,Sacramento,121,Orlando,107,98.0,98.0,.565,.469,12.7,11.9,36.2,34.0,.185,.177,123.4,109.2,2021-01-27
0,LA Lakers,Philadelphia,107,LA Lakers,106,98.5,98.5,.523,.535,10.2,10.2,16.2,18.4,.186,.188,107.7,108.7,2021-01-27
0,Oklahoma City,Oklahoma City,102,Phoenix,97,100.4,100.4,.541,.458,13.3,11.5,11.1,17.3,.118,.105,101.6,96.6,2021-01-27
0,Boston,San Antonio,110,Boston,106,97.8,97.8,.480,.610,8.8,17.6,26.0,25.7,.122,.122,108.4,112.5,2021-01-27
0,Milwaukee,Milwaukee,115,Toronto,108,100.2,100.2,.516,.521,11.8,10.0,28.0,18.2,.204,.106,114.8,107.8,2021-01-27
0,Dallas,Utah,116,Dallas,104,96.4,96.4,.527,.549,7.8,8.2,9.3,25.6,.088,.176,107.9,120.4,2021-01-27
0,LA Lakers,Detroit,107,LA Lakers,92,91.2,91.2,.477,.540,10.5,7.9,26.7,13.5,.091,.149,100.9,117.3,2021-01-28
0,Portland,Houston,104,Portland,101,98.9,98.9,.511,.494,13.5,11.7,21.3,20.4,.065,.167,102.1,105.2,2021-01-28
0,LA Clippers,LA Clippers,109,Miami,105,97.0,97.0,.511,.517,11.0,11.9,26.0,16.0,.230,.133,112.3,108.2,2021-01-28
0,Golden State,Phoenix,114,Golden State,93,101.6,101.6,.439,.528,11.3,12.5,20.0,20.0,.061,.239,91.5,112.2,2021-01-28
0,Indiana,Charlotte,108,Indiana,105,96.6,96.6,.546,.600,14.7,16.0,21.4,23.1,.115,.071,108.7,111.9,2021-01-29
0,Philadelphia,Philadelphia,118,Minnesota,94,100.7,100.7,.494,.488,8.8,16.7,26.1,9.3,.368,.171,117.2,93.4,2021-01-29
0,Milwaukee,New Orleans,131,Milwaukee,126,103.0,103.0,.568,.578,10.2,7.7,26.7,24.5,.177,.208,122.4,127.2,2021-01-29
0,Cleveland,New York,102,Cleveland,81,88.8,88.8,.393,.550,13.2,13.0,29.8,21.6,.179,.175,91.2,114.9,2021-01-29
0,Brooklyn,Brooklyn,147,Oklahoma City,125,105.5,105.5,.665,.558,9.3,10.6,25.0,13.0,.140,.337,139.3,118.4,2021-01-29
0,LA Clippers,LA Clippers,116,Orlando,90,99.2,99.2,.559,.416,10.0,14.9,19.6,23.1,.117,.180,116.9,90.7,2021-01-29
0,Denver,San Antonio,119,Denver,109,94.1,94.1,.615,.605,14.7,11.5,17.9,23.1,.167,.259,115.9,126.5,2021-01-29
0,Sacramento,Sacramento,126,Toronto,124,100.0,100.0,.654,.564,19.4,13.0,32.4,30.8,.308,.314,126.0,124.0,2021-01-29
0,Dallas,Utah,120,Dallas,101,96.5,96.5,.483,.552,10.1,13.2,17.0,34.7,.209,.276,104.6,124.3,2021-01-29
0,Atlanta,Atlanta,116,Washington,100,98.4,98.4,.517,.406,11.3,10.6,26.1,27.1,.299,.365,117.9,101.7,2021-01-29
0,LA Lakers,LA Lakers,96,Boston,95,92.1,92.1,.494,.524,13.2,14.5,28.3,22.0,.155,.110,104.3,103.2,2021-01-30
0,Portland,Portland,123,Chicago,122,93.1,93.1,.608,.629,7.7,14.1,22.0,29.7,.182,.176,132.2,131.1,2021-01-30
0,Milwaukee,Charlotte,126,Milwaukee,114,99.5,99.5,.598,.592,13.9,8.2,19.0,15.6,.195,.185,114.5,126.6,2021-01-30
0,Phoenix,Phoenix,111,Dallas,105,97.1,97.1,.519,.584,12.1,14.4,22.0,13.2,.333,.096,114.3,108.2,2021-01-30
0,Detroit,Golden State,118,Detroit,91,96.9,96.9,.435,.624,13.3,13.0,15.2,20.5,.312,.079,93.9,121.8,2021-01-30
0,Sacramento,Miami,105,Sacramento,104,92.5,92.5,.582,.539,15.9,14.5,28.6,23.7,.059,.286,112.5,113.5,2021-01-30
0,Houston,Houston,126,New Orleans,112,105.8,105.8,.598,.516,12.2,11.9,15.6,20.8,.174,.198,119.1,105.8,2021-01-30
0,Memphis,Memphis,129,San Antonio,112,99.0,99.0,.654,.548,12.5,12.1,25.0,18.6,.110,.253,130.3,113.2,2021-01-30
0,Utah,Denver,128,Utah,117,93.8,93.8,.560,.644,13.2,7.7,23.8,20.0,.440,.184,124.7,136.4,2021-01-31
0,Philadelphia,Philadelphia,119,Indiana,110,100.1,100.1,.533,.548,10.2,15.4,30.4,23.1,.228,.214,118.8,109.8,2021-01-31
0,Cleveland,Minnesota,109,Cleveland,104,98.8,98.8,.512,.538,16.8,7.6,27.0,13.5,.214,.121,105.3,110.3,2021-01-31
0,LA Clippers,LA Clippers,129,New York,115,91.3,91.3,.648,.541,7.0,6.7,21.2,24.4,.296,.271,141.4,126.0,2021-01-31
0,Orlando,Toronto,115,Orlando,102,97.8,97.8,.482,.522,9.6,9.9,13.3,20.0,.280,.233,104.3,117.6,2021-01-31
0,Brooklyn,Washington,149,Brooklyn,146,112.7,112.7,.676,.574,14.2,5.4,20.0,22.4,.307,.231,129.6,132.2,2021-01-31
0,LA Lakers,LA Lakers,107,Atlanta,99,93.4,93.4,.565,.545,11.2,16.6,11.8,18.2,.260,.179,114.6,106.0,2021-02-01
0,New York,Chicago,110,New York,102,97.3,97.3,.460,.540,10.1,11.0,25.0,17.1,.253,.170,104.8,113.0,2021-02-01
0,Minnesota,Cleveland,100,Minnesota,98,93.6,93.6,.446,.458,7.0,11.7,28.8,33.3,.069,.274,104.7,106.8,2021-02-01
0,Phoenix,Phoenix,109,Dallas,108,100.7,100.7,.538,.488,14.1,12.6,23.9,17.1,.109,.279,108.3,107.3,2021-02-01
0,Charlotte,Charlotte,129,Miami,121,93.1,93.1,.563,.577,9.4,12.8,25.5,24.4,.232,.176,125.4,117.7,2021-02-01
0,Portland,Milwaukee,134,Portland,106,102.9,102.9,.447,.661,9.1,10.6,24.1,22.5,.125,.073,103.0,130.2,2021-02-01
0,Sacramento,Sacramento,118,New Orleans,109,102.0,102.0,.557,.441,16.7,8.2,31.0,30.4,.227,.198,115.7,106.9,2021-02-01
0,Houston,Houston,136,Oklahoma City,106,104.5,104.5,.618,.511,9.3,14.1,21.3,16.7,.098,.169,130.1,101.4,2021-02-01
0,Memphis,Memphis,133,San Antonio,102,100.0,100.0,.640,.489,8.2,12.4,23.8,18.9,.151,.169,133.0,102.0,2021-02-01
0,LA Clippers,Brooklyn,124,LA Clippers,120,99.9,99.9,.530,.652,7.0,15.0,22.4,17.6,.152,.266,120.1,124.1,2021-02-02
0,Boston,Boston,111,Golden State,107,96.4,96.4,.542,.548,13.5,10.6,28.6,13.3,.238,.193,115.1,111.0,2021-02-02
0,Memphis,Indiana,134,Memphis,116,104.2,104.2,.500,.695,13.4,16.0,23.3,25.7,.247,.244,111.3,128.6,2021-02-02
0,Toronto,Toronto,123,Orlando,108,98.7,98.7,.602,.539,10.5,14.4,14.0,20.9,.277,.135,124.6,109.4,2021-02-02
0,Detroit,Utah,117,Detroit,105,99.6,99.6,.468,.561,12.8,12.1,25.0,19.0,.194,.305,105.4,117.5,2021-02-02
0,Portland,Portland,132,Washington,121,96.6,96.6,.574,.651,7.9,12.6,29.8,16.7,.242,.157,136.7,125.3,2021-02-02
0,Dallas,Dallas,122,Atlanta,116,98.4,98.4,.532,.578,8.8,14.1,28.3,28.9,.247,.133,124.0,117.9,2021-02-03
0,New York,New York,107,Chicago,103,98.0,98.0,.545,.523,15.1,8.7,25.6,14.3,.112,.125,109.2,105.1,2021-02-03
0,Philadelphia,Philadelphia,118,Charlotte,111,99.1,99.1,.582,.529,16.2,14.1,27.0,25.0,.329,.218,119.1,112.0,2021-02-03
0,LA Clippers,LA Clippers,121,Cleveland,99,92.8,92.8,.684,.467,13.9,7.4,23.5,22.4,.165,.141,130.4,106.7,2021-02-03
0,Washington,Washington,103,Miami,100,95.3,95.3,.506,.506,15.2,12.3,28.6,20.5,.214,.193,108.1,105.0,2021-02-03
0,Indiana,Milwaukee,130,Indiana,110,106.4,106.4,.511,.574,12.1,10.0,16.0,22.4,.137,.127,103.4,122.2,2021-02-03
0,Phoenix,New Orleans,123,Phoenix,101,91.6,91.6,.512,.589,13.4,6.6,25.6,30.0,.207,.189,110.2,134.3,2021-02-03
0,Houston,Oklahoma City,104,Houston,87,107.0,107.0,.453,.494,17.9,18.2,9.8,12.2,.105,.265,81.3,97.2,2021-02-03
0,Boston,Sacramento,116,Boston,111,97.5,97.5,.517,.527,11.6,8.9,25.6,26.1,.256,.207,113.9,119.0,2021-02-03
0,Minnesota,San Antonio,111,Minnesota,108,101.1,101.1,.527,.484,9.2,6.2,19.1,14.9,.096,.188,106.9,109.8,2021-02-03
0,Utah,Utah,112,Atlanta,91,95.4,95.4,.555,.372,12.6,9.4,27.9,31.0,.121,.184,117.4,95.4,2021-02-04
0,Golden State,Golden State,147,Dallas,116,101.6,101.6,.697,.522,7.3,8.9,11.1,19.6,.258,.217,144.7,114.2,2021-02-04
0,Denver,LA Lakers,114,Denver,93,95.0,95.0,.435,.617,13.2,15.0,33.3,23.5,.141,.173,97.9,120.0,2021-02-04
0,Houston,Houston,115,Memphis,103,97.5,97.5,.580,.494,12.9,11.8,20.0,23.4,.161,.195,117.9,105.6,2021-02-04
0,Portland,Portland,121,Philadelphia,105,97.9,97.9,.526,.525,9.2,16.4,39.6,19.0,.184,.247,123.6,107.3,2021-02-04
0,Toronto,Toronto,123,Brooklyn,117,99.4,99.4,.572,.594,8.8,16.3,27.3,21.6,.124,.275,123.8,117.8,2021-02-05
0,Utah,Utah,138,Charlotte,121,102.0,102.0,.701,.514,14.4,5.9,18.8,26.9,.184,.135,135.3,118.6,2021-02-05
0,Milwaukee,Milwaukee,123,Cleveland,105,102.0,102.0,.552,.505,9.3,10.0,30.2,12.8,.165,.130,120.6,102.9,2021-02-05
0,New Orleans,New Orleans,114,Indiana,113,96.3,96.3,.625,.548,17.9,9.1,28.9,20.4,.250,.118,118.4,117.3,2021-02-05
0,Boston,Boston,119,LA Clippers,115,94.0,94.0,.567,.605,5.7,15.1,19.6,28.6,.189,.210,126.6,122.3,2021-02-05
0,Washington,Miami,122,Washington,95,100.8,100.8,.416,.593,14.6,14.3,23.5,24.3,.236,.233,94.3,121.1,2021-02-05
0,Minnesota,Minnesota,106,Oklahoma City,103,99.7,99.7,.521,.535,13.3,15.5,21.7,19.5,.085,.141,106.3,103.3,2021-02-05
0,Chicago,Orlando,123,Chicago,119,100.7,100.7,.526,.586,7.1,13.4,20.4,25.0,.188,.346,118.1,122.1,2021-02-05
0,Detroit,Phoenix,109,Detroit,92,98.7,98.7,.412,.565,11.2,18.6,29.8,26.3,.187,.153,93.3,110.5,2021-02-05
0,Toronto,Atlanta,132,Toronto,121,100.5,100.5,.490,.696,5.1,16.9,26.4,14.3,.268,.392,120.3,131.3,2021-02-06
0,Milwaukee,Milwaukee,124,Cleveland,99,97.5,97.5,.640,.488,7.7,12.0,15.8,17.8,.163,.174,127.1,101.5,2021-02-06
0,Golden State,Dallas,134,Golden State,132,104.7,104.7,.651,.568,14.3,11.4,15.8,30.6,.233,.260,126.1,128.0,2021-02-06
0,San Antonio,San Antonio,111,Houston,106,103.0,103.0,.471,.500,8.9,10.8,14.9,14.0,.333,.205,107.8,102.9,2021-02-06
0,Detroit,LA Lakers,135,Detroit,129,94.3,94.3,.564,.610,15.8,18.2,22.0,25.7,.245,.264,113.2,118.5,2021-02-06
0,Memphis,New Orleans,118,Memphis,109,93.7,93.7,.517,.603,8.4,6.8,24.4,19.0,.178,.149,116.4,126.0,2021-02-06
0,Portland,New York,110,Portland,99,96.2,96.2,.511,.574,10.3,13.0,20.4,21.1,.090,.102,102.9,114.4,2021-02-06
0,Minnesota,Oklahoma City,120,Minnesota,118,101.9,101.9,.570,.578,11.2,13.2,27.1,22.9,.129,.178,115.9,117.8,2021-02-06
0,Chicago,Chicago,118,Orlando,92,93.4,93.4,.599,.421,9.4,9.9,25.6,29.4,.099,.126,126.4,98.6,2021-02-06
0,Brooklyn,Philadelphia,124,Brooklyn,108,102.0,102.0,.528,.564,15.1,12.6,17.4,33.3,.170,.191,105.8,121.5,2021-02-06
0,Denver,Sacramento,119,Denver,114,96.4,96.4,.531,.560,8.0,6.4,27.1,22.7,.113,.187,118.3,123.5,2021-02-06
0,Washington,Charlotte,119,Washington,97,100.9,100.9,.428,.500,12.0,9.1,22.6,33.3,.222,.202,96.2,118.0,2021-02-07
0,Utah,Utah,103,Indiana,95,98.5,98.5,.484,.441,12.1,8.2,30.2,15.4,.152,.140,104.6,96.5,2021-02-07
0,Sacramento,Sacramento,113,LA Clippers,110,100.0,100.0,.543,.455,10.7,7.6,22.9,28.1,.117,.202,113.0,110.0,2021-02-07
0,Miami,Miami,109,New York,103,93.8,93.8,.560,.541,10.7,11.6,15.0,20.8,.193,.129,116.2,109.8,2021-02-07
0,Boston,Phoenix,100,Boston,91,86.6,86.6,.446,.537,4.8,10.3,24.1,24.3,.086,.146,105.1,115.5,2021-02-07
0,Washington,Washington,105,Chicago,101,101.1,101.1,.453,.476,11.3,14.3,20.0,21.3,.314,.235,103.9,99.9,2021-02-08
0,Houston,Charlotte,119,Houston,94,95.3,95.3,.483,.594,10.6,12.8,16.7,26.2,.128,.133,98.6,124.9,2021-02-08
0,Minnesota,Dallas,127,Minnesota,122,102.9,102.9,.560,.586,8.0,12.3,15.6,22.7,.220,.287,118.5,123.4,2021-02-08
0,Milwaukee,Milwaukee,125,Denver,112,97.5,97.5,.596,.516,9.2,8.2,26.8,17.0,.213,.160,128.3,114.9,2021-02-08
0,Oklahoma City,LA Lakers,119,Oklahoma City,112,101.2,101.2,.445,.511,9.2,12.2,23.4,20.0,.127,.232,100.2,106.5,2021-02-08
0,Toronto,Toronto,128,Memphis,113,92.8,92.8,.675,.500,13.7,13.1,23.3,38.8,.312,.299,138.0,121.8,2021-02-08
0,Cleveland,Phoenix,119,Cleveland,113,93.9,93.9,.558,.583,9.3,9.2,25.0,31.8,.198,.156,120.4,126.8,2021-02-08
0,Golden State,San Antonio,105,Golden State,100,103.4,103.4,.517,.464,17.8,8.7,14.3,18.9,.128,.167,96.7,101.6,2021-02-08
0,Brooklyn,Detroit,122,Brooklyn,111,97.4,97.4,.564,.637,13.9,12.2,21.1,21.2,.163,.179,114.0,125.3,2021-02-09
0,New York,Miami,98,New York,96,91.2,91.2,.483,.471,13.0,10.3,25.6,14.6,.138,.457,105.2,107.4,2021-02-09
0,Houston,New Orleans,130,Houston,101,96.2,96.2,.489,.576,10.7,7.9,23.1,37.5,.132,.261,105.0,135.1,2021-02-09
0,Orlando,Portland,106,Orlando,97,96.1,96.1,.483,.489,9.3,7.5,18.2,17.3,.136,.200,100.9,110.2,2021-02-09
0,Philadelphia,Philadelphia,119,Sacramento,111,105.9,105.9,.535,.505,14.5,9.3,27.9,14.5,.329,.111,112.4,104.8,2021-02-09
0,Golden State,Golden State,114,San Antonio,91,98.1,98.1,.555,.419,9.1,12.8,21.3,16.7,.143,.221,116.2,92.8,2021-02-09
0,Boston,Utah,122,Boston,108,90.4,90.4,.517,.583,7.7,9.4,26.2,29.4,.221,.286,119.5,135.0,2021-02-09
0,Indiana,Brooklyn,104,Indiana,94,91.8,91.8,.473,.480,7.6,11.6,21.3,21.4,.076,.408,102.4,113.3,2021-02-10
0,New Orleans,Chicago,129,New Orleans,116,93.4,93.4,.586,.747,11.5,15.7,24.3,21.2,.259,.099,124.1,138.0,2021-02-10
0,Atlanta,Dallas,118,Atlanta,117,96.7,96.7,.534,.595,8.2,8.8,21.4,10.8,.261,.214,121.0,122.0,2021-02-10
0,Cleveland,Denver,133,Cleveland,95,99.1,99.1,.426,.694,14.2,10.5,34.0,11.4,.160,.176,95.9,134.2,2021-02-10
0,Oklahoma City,LA Lakers,114,Oklahoma City,113,98.5,98.5,.505,.528,10.9,13.8,15.9,13.3,.120,.225,103.9,104.8,2021-02-10
0,Charlotte,Memphis,130,Charlotte,114,96.1,96.1,.634,.622,17.1,13.6,22.9,41.3,.122,.138,118.6,135.3,2021-02-10
0,LA Clippers,LA Clippers,119,Minnesota,112,98.0,98.0,.573,.511,13.7,12.7,28.9,30.2,.305,.158,121.4,114.3,2021-02-10
0,Milwaukee,Phoenix,125,Milwaukee,124,95.6,95.6,.600,.615,8.4,10.1,22.2,29.3,.259,.207,129.7,130.8,2021-02-10
0,Toronto,Toronto,137,Washington,115,103.6,103.6,.629,.516,10.4,12.0,20.9,24.5,.215,.204,132.3,111.0,2021-02-10
