,Home,winningTeam,winningScore,losingTeam,losingScore,Pace_Home,Pace_AWAY,FG_PpercentHome,FG_PpercentAWAY,TOV_Home,TOV_AWAY,ORB_Home,ORB_AWAY,FT_Rate_Home,FT_Rate_AWAY,Off_Rat_Home,Off_Rat_AWAY,date
0,Toronto,Boston,120,Toronto,106,99.4,99.4,.548,.570,12.5,15.5,7.9,32.6,.181,.256,106.6,120.7,2021-02-11
0,Indiana,Indiana,111,Detroit,95,86.2,86.2,.593,.476,7.2,10.5,26.3,32.6,.105,.165,128.8,110.2,2021-02-11
0,Orlando,Golden State,111,Orlando,105,101.3,101.3,.469,.580,12.5,15.4,26.0,20.0,.144,.102,103.7,109.6,2021-02-11
0,Miami,Miami,101,Houston,94,96.5,96.5,.525,.476,18.6,12.4,19.0,16.3,.228,.181,104.7,97.5,2021-02-11
0,Philadelphia,Portland,118,Philadelphia,114,93.9,93.9,.523,.522,8.4,7.2,25.6,30.0,.279,.226,121.4,125.7,2021-02-11
0,San Antonio,San Antonio,125,Atlanta,114,102.1,102.1,.600,.494,11.8,10.3,20.5,20.8,.271,.278,122.4,111.6,2021-02-12
0,Detroit,Detroit,108,Boston,102,96.3,96.3,.525,.488,11.5,9.5,14.0,15.6,.316,.268,112.1,105.9,2021-02-12
0,LA Clippers,LA Clippers,125,Chicago,106,95.7,95.7,.657,.541,8.9,12.4,10.8,19.5,.140,.165,130.6,110.7,2021-02-12
0,Minnesota,Charlotte,120,Minnesota,114,103.2,103.2,.535,.561,7.1,16.9,17.3,27.9,.081,.211,110.4,116.2,2021-02-12
0,New Orleans,Dallas,143,New Orleans,130,97.5,97.5,.628,.722,8.2,5.8,22.0,14.7,.189,.182,133.4,146.7,2021-02-12
0,Oklahoma City,Denver,97,Oklahoma City,95,95.1,95.1,.461,.517,11.1,12.5,24.4,15.6,.146,.080,99.9,102.0,2021-02-12
0,Memphis,LA Lakers,115,Memphis,105,99.8,99.8,.563,.541,16.1,15.3,15.0,32.5,.188,.271,105.2,115.2,2021-02-12
0,Cleveland,Portland,129,Cleveland,110,101.0,101.0,.483,.596,9.6,12.6,21.7,22.5,.299,.361,108.9,127.7,2021-02-12
0,Orlando,Orlando,123,Sacramento,112,99.0,99.0,.588,.590,9.1,16.5,22.7,20.0,.176,.169,124.2,113.1,2021-02-12
0,Milwaukee,Utah,129,Milwaukee,115,104.8,104.8,.522,.610,8.8,14.9,13.3,20.6,.207,.354,109.7,123.0,2021-02-12
0,New York,New York,109,Washington,91,101.6,101.6,.480,.433,9.3,12.5,28.8,15.3,.153,.157,107.3,89.6,2021-02-12
0,Indiana,Indiana,125,Atlanta,113,101.1,101.1,.573,.528,8.2,9.9,18.4,16.3,.258,.200,123.7,111.8,2021-02-13
0,Brooklyn,Brooklyn,134,Golden State,117,106.0,106.0,.624,.539,11.3,11.4,20.0,11.9,.194,.222,126.5,110.4,2021-02-13
0,Houston,New York,121,Houston,99,96.5,96.5,.420,.593,8.2,6.8,23.1,10.5,.284,.221,102.6,125.4,2021-02-13
0,Philadelphia,Phoenix,120,Philadelphia,111,92.7,92.7,.568,.671,12.9,13.1,22.2,12.9,.384,.177,119.7,129.5,2021-02-13
0,Miami,Utah,112,Miami,94,100.5,100.5,.477,.529,15.4,13.3,17.4,22.2,.140,.259,93.5,111.5,2021-02-13
0,San Antonio,San Antonio,122,Charlotte,110,101.3,101.3,.546,.543,7.9,14.7,22.9,27.3,.165,.085,120.4,108.5,2021-02-14
0,Portland,Portland,121,Dallas,118,93.1,93.1,.635,.580,13.8,11.5,28.6,27.8,.153,.296,130.0,126.8,2021-02-14
0,LA Lakers,Denver,122,LA Lakers,105,99.0,99.0,.494,.571,9.1,8.3,17.4,19.1,.218,.294,106.0,123.2,2021-02-14
0,New Orleans,Detroit,123,New Orleans,112,91.3,91.3,.494,.637,8.9,10.6,39.1,25.7,.256,.190,122.7,134.8,2021-02-14
0,Cleveland,LA Clippers,128,Cleveland,111,101.6,101.6,.500,.551,12.6,8.8,23.9,29.3,.194,.352,109.3,126.0,2021-02-14
0,Milwaukee,Oklahoma City,114,Milwaukee,109,100.9,100.9,.531,.553,12.2,11.3,24.5,25.5,.062,.095,108.1,113.0,2021-02-14
0,Orlando,Phoenix,109,Orlando,90,96.4,96.4,.404,.511,9.2,7.5,15.8,22.0,.202,.163,93.4,113.1,2021-02-14
0,Memphis,Memphis,124,Sacramento,110,101.5,101.5,.580,.549,8.9,14.6,24.3,12.8,.160,.244,122.2,108.4,2021-02-14
0,Minnesota,Minnesota,116,Toronto,112,101.5,101.5,.622,.473,16.6,9.5,15.2,22.2,.171,.286,114.2,110.3,2021-02-14
0,Boston,Washington,104,Boston,91,103.5,103.5,.406,.440,14.1,13.9,23.7,20.0,.200,.373,87.9,100.5,2021-02-14
0,Cleveland,Golden State,129,Cleveland,98,102.8,102.8,.432,.619,14.1,12.6,30.6,12.8,.168,.227,95.3,125.5,2021-02-15
0,Chicago,Chicago,120,Indiana,112,103.4,103.4,.495,.473,13.9,15.2,25.0,14.5,.186,.272,105.1,98.1,2021-02-15
0,Miami,LA Clippers,125,Miami,118,97.3,97.3,.549,.641,7.4,11.3,22.0,18.9,.198,.188,121.3,128.5,2021-02-15
0,Atlanta,New York,123,Atlanta,112,93.2,93.2,.488,.608,10.0,7.8,25.6,24.4,.341,.265,120.1,131.9,2021-02-15
0,Brooklyn,Brooklyn,136,Sacramento,125,97.5,97.5,.725,.594,13.7,11.3,25.7,36.6,.079,.115,139.5,128.3,2021-02-15
0,Philadelphia,Utah,134,Philadelphia,123,101.0,101.0,.543,.628,10.3,9.9,29.3,18.9,.223,.302,121.8,132.7,2021-02-15
0,Houston,Washington,131,Houston,119,110.4,110.4,.516,.587,14.5,12.4,19.6,23.8,.275,.250,107.8,118.7,2021-02-15
0,Denver,Boston,112,Denver,99,96.0,96.0,.506,.574,15.8,18.1,25.0,27.0,.167,.235,103.2,116.7,2021-02-16
0,New Orleans,New Orleans,144,Memphis,113,104.5,104.5,.720,.551,16.2,16.5,32.4,20.0,.143,.182,137.8,108.1,2021-02-16
0,Toronto,Toronto,124,Milwaukee,113,105.0,105.0,.599,.566,13.0,15.3,18.2,12.2,.165,.229,118.1,107.6,2021-02-16
0,LA Lakers,LA Lakers,112,Minnesota,104,97.5,97.5,.617,.505,17.3,13.2,18.2,25.6,.221,.108,114.9,106.7,2021-02-16
0,Portland,Portland,115,Oklahoma City,104,97.9,97.9,.542,.494,8.8,10.2,27.8,15.2,.115,.235,117.5,106.3,2021-02-16
0,Brooklyn,Brooklyn,128,Phoenix,124,93.9,93.9,.695,.636,10.1,6.0,11.8,10.8,.171,.136,136.3,132.1,2021-02-16
0,Atlanta,Atlanta,122,Boston,114,97.2,97.2,.623,.523,13.4,14.0,23.5,27.5,.338,.279,125.5,117.3,2021-02-17
0,Detroit,Chicago,105,Detroit,102,98.3,98.3,.500,.529,12.3,12.0,13.6,19.0,.244,.176,103.7,106.8,2021-02-17
0,Miami,Golden State,120,Miami,112,98.4,98.4,.521,.547,12.8,13.3,15.9,17.6,.113,.168,103.1,110.4,2021-02-17
0,Utah,Utah,114,LA Clippers,96,99.5,99.5,.495,.494,10.9,14.6,30.9,20.0,.173,.128,114.6,96.5,2021-02-17
0,Oklahoma City,Memphis,122,Oklahoma City,113,100.7,100.7,.571,.578,16.6,11.0,14.0,17.5,.308,.313,112.3,121.2,2021-02-17
0,Indiana,Indiana,134,Minnesota,128,101.4,101.4,.572,.491,11.4,8.5,23.3,21.2,.237,.215,119.7,114.4,2021-02-17
0,Portland,Portland,126,New Orleans,124,94.2,94.2,.611,.567,8.4,9.8,17.5,42.9,.178,.258,133.7,131.6,2021-02-17
0,New York,Orlando,107,New York,89,97.7,97.7,.420,.543,14.4,11.1,20.0,21.7,.184,.076,91.1,109.5,2021-02-17
0,Houston,Philadelphia,118,Houston,113,106.3,106.3,.538,.556,15.3,17.4,18.4,18.9,.152,.346,106.3,111.0,2021-02-17
0,Denver,Washington,130,Denver,128,101.4,101.4,.614,.599,9.9,11.4,21.7,22.0,.163,.314,126.3,128.3,2021-02-17
0,Brooklyn,Brooklyn,109,LA Lakers,98,92.0,92.0,.610,.530,12.9,15.2,21.6,24.4,.195,.120,118.5,106.5,2021-02-18
0,Toronto,Toronto,110,Milwaukee,96,94.6,94.6,.564,.455,9.3,13.3,5.1,30.0,.282,.182,116.3,101.5,2021-02-18
0,Miami,Miami,118,Sacramento,110,101.7,101.7,.579,.543,12.3,13.0,20.5,26.0,.084,.097,116.0,108.2,2021-02-18
0,Atlanta,Boston,121,Atlanta,109,99.8,99.8,.478,.633,11.4,16.0,27.1,24.3,.256,.078,109.3,121.3,2021-02-19
0,Denver,Denver,120,Cleveland,103,94.6,94.6,.669,.542,14.6,16.3,22.2,29.5,.163,.157,126.8,108.9,2021-02-19
0,Utah,LA Clippers,116,Utah,112,96.7,96.7,.547,.539,9.5,10.0,15.0,25.6,.209,.225,115.8,120.0,2021-02-19
0,Detroit,Memphis,109,Detroit,95,96.7,96.7,.500,.494,18.6,9.9,26.5,28.9,.105,.222,98.3,112.7,2021-02-19
0,Oklahoma City,Milwaukee,98,Oklahoma City,85,95.6,95.6,.435,.471,9.6,11.0,13.8,22.4,.129,.198,88.9,102.5,2021-02-19
0,Toronto,Toronto,86,Minnesota,81,91.9,91.9,.400,.440,13.7,12.9,28.8,14.3,.212,.096,93.6,88.1,2021-02-19
0,Phoenix,Phoenix,132,New Orleans,114,99.6,99.6,.705,.579,12.2,12.3,11.4,15.4,.091,.232,132.5,114.4,2021-02-19
0,Golden State,Orlando,124,Golden State,120,105.5,105.5,.572,.585,11.1,11.4,17.3,18.2,.093,.149,113.7,117.5,2021-02-19
0,Chicago,Philadelphia,112,Chicago,105,97.0,97.0,.458,.511,9.7,13.1,26.0,35.6,.189,.264,108.2,115.5,2021-02-19
0,Sacramento,Chicago,122,Sacramento,114,99.5,99.5,.490,.665,6.1,13.6,25.0,6.5,.184,.159,114.5,122.6,2021-02-20
0,Golden State,Charlotte,102,Golden State,100,97.1,97.1,.512,.627,13.1,23.3,18.4,11.8,.153,.107,103.0,105.1,2021-02-20
0,Miami,Miami,96,LA Lakers,94,97.3,97.3,.471,.470,12.8,13.3,21.3,13.3,.188,.179,98.7,96.6,2021-02-20
0,Phoenix,Phoenix,128,Memphis,97,95.0,95.0,.674,.414,9.8,10.4,13.5,32.1,.140,.215,134.7,102.1,2021-02-20
0,Washington,Washington,118,Portland,111,104.8,104.8,.539,.451,14.3,9.5,26.7,28.8,.247,.175,112.5,105.9,2021-02-20
0,Denver,Atlanta,123,Denver,115,97.3,97.3,.607,.593,12.5,10.3,8.1,25.0,.155,.333,118.2,126.4,2021-02-21
0,Oklahoma City,Oklahoma City,117,Cleveland,101,94.6,94.6,.627,.512,13.5,13.9,15.2,30.4,.228,.179,123.7,106.8,2021-02-21
0,Brooklyn,Brooklyn,112,LA Clippers,108,94.2,94.2,.538,.546,5.6,14.4,20.0,34.0,.141,.149,118.9,114.6,2021-02-21
0,Sacramento,Milwaukee,128,Sacramento,115,105.2,105.2,.500,.550,9.9,13.8,25.0,32.6,.150,.322,109.3,121.7,2021-02-21
0,Boston,New Orleans,120,Boston,115,98.0,98.0,.449,.505,8.1,10.5,21.6,24.0,.276,.266,106.3,110.9,2021-02-21
0,Minnesota,New York,103,Minnesota,99,96.0,96.0,.500,.462,14.1,12.1,15.9,23.4,.207,.397,103.1,107.3,2021-02-21
0,Detroit,Orlando,105,Detroit,96,99.3,99.3,.434,.488,9.9,10.5,16.4,11.1,.187,.321,96.7,105.8,2021-02-21
0,Philadelphia,Toronto,110,Philadelphia,103,96.0,96.0,.453,.580,9.1,13.6,24.4,12.8,.306,.198,107.3,114.6,2021-02-21
0,Memphis,Dallas,102,Memphis,92,100.7,100.7,.426,.531,11.3,14.9,22.8,11.6,.128,.213,91.3,101.2,2021-02-22
0,Chicago,Chicago,120,Houston,100,99.1,99.1,.621,.453,10.3,7.9,18.6,19.0,.077,.135,121.0,100.9,2021-02-22
0,Washington,Washington,127,LA Lakers,124,107.1,107.1,.536,.543,12.6,15.2,13.2,21.4,.250,.106,107.4,104.9,2021-02-22
0,Miami,Miami,108,Oklahoma City,94,92.9,92.9,.537,.527,12.4,17.1,23.3,12.5,.259,.216,116.3,101.2,2021-02-22
0,Portland,Phoenix,132,Portland,100,95.4,95.4,.512,.586,14.8,6.1,30.2,28.3,.167,.162,104.8,138.4,2021-02-22
0,Charlotte,Utah,132,Charlotte,110,104.1,104.1,.522,.694,14.0,19.2,17.8,22.9,.191,.165,105.6,126.7,2021-02-22
0,Sacramento,Brooklyn,127,Sacramento,118,100.8,100.8,.603,.590,13.6,7.2,13.9,23.3,.149,.247,117.1,126.0,2021-02-23
0,Atlanta,Cleveland,112,Atlanta,111,92.8,92.8,.528,.622,10.0,14.8,31.0,20.0,.191,.192,119.6,120.7,2021-02-23
0,Boston,Dallas,110,Boston,107,93.4,93.4,.547,.545,12.2,8.6,28.6,19.0,.151,.146,114.5,117.7,2021-02-23
0,Portland,Denver,111,Portland,106,90.7,90.7,.552,.500,9.0,1.0,18.9,20.0,.115,.181,116.9,122.4,2021-02-23
0,Washington,LA Clippers,135,Washington,116,101.3,101.3,.597,.676,12.0,9.1,13.3,18.9,.125,.085,114.5,133.2,2021-02-23
0,Minnesota,Milwaukee,139,Minnesota,112,105.8,105.8,.526,.636,12.1,7.0,14.0,20.0,.092,.131,105.9,131.4,2021-02-23
0,Golden State,Golden State,114,New York,106,98.7,98.7,.522,.448,9.1,10.9,15.6,34.6,.236,.196,115.5,107.4,2021-02-23
0,Detroit,Detroit,105,Orlando,93,99.0,99.0,.523,.455,13.6,10.9,17.4,19.6,.148,.148,106.1,94.0,2021-02-23
0,Philadelphia,Philadelphia,109,Toronto,102,97.4,97.4,.519,.489,16.2,9.2,28.6,16.0,.325,.118,111.9,104.7,2021-02-23
0,Boston,Atlanta,127,Boston,112,94.8,94.8,.484,.665,5.4,15.5,26.7,33.3,.211,.165,118.1,134.0,2021-02-24
0,Minnesota,Chicago,133,Minnesota,126,102.1,102.1,.510,.645,13.1,17.3,26.5,20.0,.192,.140,111.8,118.0,2021-02-24
0,Houston,Cleveland,112,Houston,96,93.4,93.4,.456,.600,6.7,14.9,17.0,31.4,.156,.118,102.7,119.9,2021-02-24
0,Golden State,Golden State,111,Indiana,107,104.3,104.3,.500,.500,15.7,16.7,20.0,17.5,.337,.321,106.5,102.6,2021-02-24
0,Toronto,Miami,116,Toronto,108,90.6,90.6,.635,.569,14.7,10.6,8.8,27.5,.189,.313,119.2,128.0,2021-02-24
0,Detroit,New Orleans,128,Detroit,118,99.9,99.9,.601,.611,11.9,10.5,21.4,29.3,.124,.200,118.1,128.1,2021-02-24
0,San Antonio,Oklahoma City,102,San Antonio,99,98.3,98.3,.517,.517,11.5,15.3,12.5,20.8,.116,.112,100.7,103.7,2021-02-24
0,Charlotte,Charlotte,124,Phoenix,121,103.1,103.1,.563,.586,11.5,12.4,20.9,15.9,.284,.218,120.3,117.4,2021-02-24
0,LA Lakers,Utah,114,LA Lakers,89,92.2,92.2,.447,.598,13.0,11.4,23.5,29.8,.153,.115,96.5,123.6,2021-02-24
0,Orlando,Brooklyn,129,Orlando,92,104.2,104.2,.454,.641,16.1,11.7,8.3,18.4,.149,.120,88.3,123.7,2021-02-25
0,Washington,Washington,112,Denver,110,97.1,97.1,.523,.524,10.2,15.9,23.8,27.3,.256,.247,115.4,113.3,2021-02-25
0,LA Clippers,Memphis,122,LA Clippers,94,96.1,96.1,.476,.603,13.3,5.7,16.3,17.5,.167,.120,97.8,127.0,2021-02-25
0,New Orleans,Milwaukee,129,New Orleans,125,102.5,102.5,.564,.609,7.7,8.0,26.1,18.6,.098,.125,121.9,125.9,2021-02-25
0,Sacramento,New York,140,Sacramento,121,103.5,103.5,.565,.695,13.9,14.3,19.0,25.7,.294,.218,116.9,135.3,2021-02-25
0,Dallas,Philadelphia,111,Dallas,97,95.6,95.6,.494,.500,17.0,6.5,24.4,16.7,.256,.233,101.5,116.2,2021-02-25
0,Indiana,Boston,118,Indiana,112,97.7,97.7,.478,.567,7.3,10.4,17.4,17.9,.303,.305,114.6,120.7,2021-02-26
0,Phoenix,Phoenix,106,Chicago,97,94.2,94.2,.534,.570,6.9,16.9,7.9,20.6,.136,.089,112.5,102.9,2021-02-26
0,Sacramento,Sacramento,110,Detroit,107,97.3,97.3,.455,.524,8.5,10.3,28.6,22.2,.326,.256,113.1,110.0,2021-02-26
0,Charlotte,Golden State,130,Charlotte,121,107.4,107.4,.556,.677,16.2,20.4,28.3,13.8,.247,.291,112.7,121.1,2021-02-26
0,Portland,LA Lakers,102,Portland,93,93.1,93.1,.452,.460,14.0,8.2,21.3,30.0,.217,.239,99.9,109.5,2021-02-26
0,LA Clippers,LA Clippers,119,Memphis,99,101.1,101.1,.638,.448,16.2,8.0,12.1,15.7,.213,.124,117.7,97.9,2021-02-26
0,Utah,Miami,124,Utah,116,99.7,99.7,.505,.593,8.0,13.4,18.8,28.9,.223,.256,116.4,124.4,2021-02-26
0,Atlanta,Oklahoma City,118,Atlanta,109,95.9,95.9,.505,.614,8.7,9.5,35.8,12.5,.113,.114,113.6,123.0,2021-02-26
0,Houston,Toronto,122,Houston,111,99.4,99.4,.516,.539,9.9,10.6,15.9,26.8,.187,.292,111.6,122.7,2021-02-26
0,Dallas,Dallas,115,Brooklyn,98,94.6,94.6,.605,.488,7.9,16.8,15.4,31.8,.128,.163,121.5,103.5,2021-02-27
0,Indiana,New York,110,Indiana,107,102.5,102.5,.518,.568,14.4,16.6,15.0,12.1,.238,.222,104.3,107.3,2021-02-27
0,Denver,Denver,126,Oklahoma City,96,100.3,100.3,.635,.483,11.1,12.9,16.7,14.0,.146,.125,125.6,95.7,2021-02-27
0,Utah,Utah,124,Orlando,109,95.1,95.1,.629,.531,11.2,2.9,25.0,14.3,.200,.073,130.4,114.6,2021-02-27
0,Cleveland,Cleveland,112,Philadelphia,109,98.3,98.3,.464,.512,12.7,15.3,25.5,16.7,.227,.274,103.2,100.4,2021-02-27
0,New Orleans,San Antonio,117,New Orleans,114,95.0,95.0,.489,.547,8.7,7.5,36.2,18.6,.275,.267,120.1,123.2,2021-02-27
0,Minnesota,Washington,128,Minnesota,112,111.5,111.5,.489,.515,14.3,12.4,22.2,28.3,.200,.276,100.4,114.8,2021-02-27
0,Washington,Boston,111,Washington,110,101.3,101.3,.506,.528,12.6,15.3,16.3,31.0,.298,.191,108.6,109.6,2021-02-28
0,New York,New York,109,Detroit,90,92.8,92.8,.587,.445,10.8,14.8,15.4,18.6,.093,.342,117.5,97.0,2021-02-28
0,Memphis,Memphis,133,Houston,84,109.0,109.0,.585,.301,14.5,18.5,29.7,21.1,.245,.410,122.0,77.0,2021-02-28
0,Golden State,LA Lakers,117,Golden State,91,107.4,107.4,.453,.535,17.5,15.7,6.1,30.4,.151,.306,84.7,108.9,2021-02-28
0,Atlanta,Miami,109,Atlanta,99,94.7,94.7,.460,.517,14.2,12.8,32.7,26.7,.218,.233,104.6,115.1,2021-02-28
0,LA Clippers,Milwaukee,105,LA Clippers,100,94.2,94.2,.485,.518,7.4,10.4,24.5,18.2,.062,.200,106.1,111.4,2021-02-28
0,Phoenix,Phoenix,118,Minnesota,99,105.2,105.2,.534,.419,13.8,12.7,19.0,20.4,.258,.226,112.2,94.1,2021-02-28
0,Charlotte,Charlotte,127,Sacramento,126,99.4,99.4,.601,.630,14.3,9.1,25.0,23.1,.310,.109,127.8,126.8,2021-02-28
0,Denver,Denver,118,Chicago,112,97.8,97.8,.586,.511,11.1,8.8,23.1,25.5,.184,.170,120.7,114.6,2021-03-01
0,Cleveland,Cleveland,101,Houston,90,94.8,94.8,.562,.474,18.5,13.9,18.8,8.7,.260,.237,106.5,94.9,2021-03-01
0,Utah,New Orleans,129,Utah,124,103.6,103.6,.540,.603,6.8,11.3,20.4,26.3,.149,.196,119.7,124.5,2021-03-01
0,Dallas,Dallas,130,Orlando,124,100.6,100.6,.617,.600,7.4,7.3,16.7,13.3,.211,.105,129.2,123.2,2021-03-01
0,Indiana,Philadelphia,130,Indiana,114,107.2,107.2,.527,.653,15.9,16.7,19.5,18.8,.198,.170,106.4,121.3,2021-03-01
0,Charlotte,Portland,123,Charlotte,111,96.4,96.4,.574,.674,14.4,14.2,26.8,23.5,.114,.081,115.1,127.6,2021-03-01
0,Brooklyn,Brooklyn,124,San Antonio,113,90.0,90.0,.555,.531,4.4,8.0,25.0,19.1,.130,.103,124.8,113.7,2021-03-01
0,LA Clippers,Boston,117,LA Clippers,112,86.9,86.9,.598,.581,9.0,7.7,25.6,35.9,.092,.198,128.9,134.6,2021-03-02
0,Phoenix,Phoenix,114,LA Lakers,104,92.9,92.9,.597,.576,12.9,12.2,14.7,14.3,.286,.165,122.8,112.0,2021-03-02
0,Atlanta,Atlanta,94,Miami,80,85.5,85.5,.570,.433,22.9,7.6,34.4,12.2,.183,.200,109.9,93.5,2021-03-02
0,Denver,Denver,128,Milwaukee,97,95.9,95.9,.616,.475,9.1,12.3,23.7,23.4,.116,.278,133.5,101.2,2021-03-02
0,New York,San Antonio,119,New York,93,93.7,93.7,.500,.584,15.4,7.5,20.0,22.0,.148,.169,99.3,127.1,2021-03-02
0,Memphis,Memphis,125,Washington,111,106.4,106.4,.563,.574,9.5,19.3,21.4,10.3,.189,.222,117.5,104.3,2021-03-02
0,Indiana,Indiana,114,Cleveland,111,98.1,98.1,.614,.584,10.9,21.8,11.1,32.4,.145,.169,116.2,113.1,2021-03-03
0,Oklahoma City,Dallas,87,Oklahoma City,78,95.8,95.8,.385,.434,12.1,11.6,14.8,15.9,.126,.181,81.5,90.9,2021-03-03
0,Brooklyn,Brooklyn,132,Houston,114,98.2,98.2,.676,.516,12.8,8.0,28.6,21.8,.200,.220,134.4,116.1,2021-03-03
0,Charlotte,Charlotte,135,Minnesota,102,108.8,108.8,.607,.453,13.7,15.5,28.3,22.6,.163,.156,124.1,93.8,2021-03-03
0,Chicago,Chicago,128,New Orleans,124,101.6,101.6,.574,.590,11.9,9.9,31.7,17.9,.213,.313,125.9,122.0,2021-03-03
0,Atlanta,Atlanta,115,Orlando,112,95.5,95.5,.571,.506,11.4,9.4,14.3,21.7,.212,.321,120.4,117.2,2021-03-03
0,Utah,Philadelphia,131,Utah,123,99.7,99.7,.545,.559,12.9,9.2,22.2,16.7,.140,.290,111.7,119.0,2021-03-03
0,Golden State,Portland,108,Golden State,106,96.1,96.1,.500,.500,9.6,9.3,30.4,17.8,.093,.256,110.2,112.3,2021-03-03
0,LA Lakers,Sacramento,123,LA Lakers,120,92.8,92.8,.591,.675,10.0,12.8,38.5,18.8,.108,.188,129.3,132.5,2021-03-03
0,Detroit,Detroit,129,Toronto,105,96.5,96.5,.637,.519,10.7,13.4,30.8,15.9,.143,.325,133.7,108.9,2021-03-03
0,Toronto,Boston,132,Toronto,125,98.4,98.4,.610,.696,11.7,14.9,21.1,31.0,.154,.392,127.0,134.1,2021-03-04
0,Denver,Denver,113,Indiana,103,95.8,95.8,.662,.533,18.4,12.8,20.7,23.9,.143,.078,118.0,107.5,2021-03-04
0,Milwaukee,Milwaukee,112,Memphis,111,104.2,104.2,.495,.436,13.3,9.7,25.0,30.4,.189,.228,107.5,106.5,2021-03-04
0,Miami,Miami,103,New Orleans,93,87.6,87.6,.562,.464,10.6,12.4,14.7,30.0,.288,.193,117.6,106.2,2021-03-04
0,Detroit,New York,114,Detroit,104,90.6,90.6,.575,.596,12.2,12.5,14.6,34.3,.150,.181,114.8,125.8,2021-03-04
0,Golden State,Phoenix,120,Golden State,98,102.4,102.4,.500,.573,15.2,13.6,18.4,27.9,.114,.104,95.7,117.2,2021-03-04
0,Sacramento,Portland,123,Sacramento,119,95.5,95.5,.529,.563,6.0,7.5,36.0,21.4,.097,.273,124.6,128.8,2021-03-04
0,Oklahoma City,Oklahoma City,107,San Antonio,102,101.9,101.9,.506,.529,14.2,17.4,18.4,14.3,.247,.141,105.0,100.1,2021-03-04
0,LA Clippers,Washington,119,LA Clippers,117,99.8,99.8,.561,.506,15.3,7.8,25.0,23.9,.305,.341,117.3,119.3,2021-03-04
0,San Antonio,Dallas,115,San Antonio,104,91.5,91.5,.530,.596,8.9,13.3,13.6,35.1,.193,.193,113.7,125.7,2021-03-10
0,Washington,Memphis,127,Washington,112,108.9,108.9,.458,.545,7.8,11.8,11.5,29.8,.263,.192,102.9,116.7,2021-03-10
0,San Antonio,Dallas,115,San Antonio,104,91.5,91.5,.530,.596,8.9,13.3,13.6,35.1,.193,.193,113.7,125.7,2021-03-10
0,Washington,Memphis,127,Washington,112,108.9,108.9,.458,.545,7.8,11.8,11.5,29.8,.263,.192,102.9,116.7,2021-03-10
0,Boston,Brooklyn,121,Boston,109,97.3,97.3,.522,.585,9.8,12.5,24.4,28.2,.154,.205,112.0,124.3,2021-03-11
0,Philadelphia,Philadelphia,127,Chicago,105,100.9,100.9,.563,.554,8.4,17.4,30.2,20.0,.107,.157,125.9,104.1,2021-03-11
0,Detroit,Charlotte,105,Detroit,102,93.5,93.5,.535,.456,13.3,8.2,25.0,23.5,.129,.256,109.1,112.3,2021-03-11
0,Golden State,LA Clippers,130,Golden State,104,107.9,107.9,.483,.552,13.8,9.2,10.0,22.0,.216,.250,96.4,120.5,2021-03-11
0,Orlando,Miami,111,Orlando,103,98.5,98.5,.469,.538,12.0,9.0,31.4,18.0,.135,.143,104.5,112.7,2021-03-11
0,New York,Milwaukee,134,New York,101,99.4,99.4,.494,.678,12.6,11.3,20.8,15.2,.159,.184,101.6,134.8,2021-03-11
0,Minnesota,Minnesota,135,New Orleans,105,104.2,104.2,.637,.460,9.7,14.0,17.9,38.0,.147,.130,129.6,100.8,2021-03-11
0,Dallas,Oklahoma City,116,Dallas,108,92.1,92.1,.518,.538,5.9,8.3,13.3,34.0,.280,.198,117.2,125.9,2021-03-11
0,Phoenix,Phoenix,127,Portland,121,96.6,96.6,.669,.553,12.5,9.7,16.1,31.3,.193,.181,131.4,125.2,2021-03-11
0,Houston,Sacramento,125,Houston,105,106.6,106.6,.470,.549,10.9,10.3,18.2,19.0,.121,.261,98.5,117.3,2021-03-11
0,Atlanta,Atlanta,121,Toronto,120,105.0,105.0,.517,.526,11.7,11.7,24.5,24.1,.311,.198,115.3,114.3,2021-03-11
0,Miami,Miami,101,Chicago,90,96.2,96.2,.538,.456,9.2,14.5,2.6,21.6,.188,.077,105.0,93.5,2021-03-12
0,Indiana,LA Lakers,105,Indiana,100,100.4,100.4,.466,.493,14.1,13.9,20.8,15.0,.205,.395,99.6,104.5,2021-03-12
0,Denver,Denver,103,Memphis,102,95.9,95.9,.516,.540,8.5,15.0,19.6,18.2,.087,.092,107.4,106.4,2021-03-12
0,Cleveland,New Orleans,116,Cleveland,82,97.4,97.4,.381,.495,5.8,10.6,8.9,40.4,.170,.158,84.2,119.2,2021-03-12
0,Orlando,San Antonio,104,Orlando,77,94.6,94.6,.425,.506,17.4,8.5,19.1,15.9,.113,.157,81.4,109.9,2021-03-12
0,Houston,Utah,114,Houston,99,102.7,102.7,.410,.574,8.6,15.6,30.2,16.2,.072,.259,96.4,111.0,2021-03-12
0,Philadelphia,Philadelphia,127,Washington,101,101.9,101.9,.606,.537,14.0,16.4,27.8,13.3,.200,.159,124.6,99.1,2021-03-12
0,Sacramento,Atlanta,121,Sacramento,106,91.3,91.3,.474,.583,10.3,7.5,40.7,34.2,.133,.274,116.1,132.5,2021-03-13
0,Detroit,Brooklyn,100,Detroit,95,94.0,94.0,.449,.519,10.9,10.8,28.6,12.5,.169,.198,101.1,106.4,2021-03-13
